time,value
0.6857142857142857,39.77272727272727
0.7131428571428571,40.74675324675325
0.7405714285714285,40.74675324675325
0.768,40.74675324675325
0.7954285714285714,40.42207792207792
0.822857142857143,40.42207792207792
0.8502857142857143,40.42207792207792
0.8777142857142858,40.42207792207792
0.9051428571428571,40.42207792207792
0.9325714285714285,40.42207792207792
0.96,40.42207792207792
0.9874285714285713,39.77272727272727
1.014857142857143,40.74675324675325
1.0422857142857143,41.07142857142857
1.0697142857142858,41.07142857142857
1.0971428571428572,41.396103896103895
1.1245714285714286,41.396103896103895
1.1520000000000001,39.77272727272727
1.1794285714285713,39.77272727272727
1.2068571428571429,39.77272727272727
1.2342857142857142,39.77272727272727
1.2617142857142858,40.0974025974026
1.2891428571428571,40.0974025974026
1.3165714285714285,40.0974025974026
1.344,40.0974025974026
1.3714285714285714,40.0974025974026
1.398857142857143,40.0974025974026
1.4262857142857142,40.42207792207792
1.4537142857142857,40.42207792207792
1.481142857142857,40.42207792207792
1.5085714285714287,40.42207792207792
1.536,40.42207792207792
1.5634285714285714,40.74675324675325
1.5908571428571427,40.74675324675325
1.6182857142857143,40.74675324675325
1.645714285714286,41.07142857142857
1.673142857142857,41.07142857142857
1.7005714285714286,41.07142857142857
1.7279999999999998,41.07142857142857
1.7554285714285716,41.07142857142857
1.782857142857143,41.396103896103895
1.8102857142857143,41.396103896103895
1.8377142857142856,41.396103896103895
1.865142857142857,40.0974025974026
1.8925714285714288,40.42207792207792
1.92,40.74675324675325
1.9474285714285715,40.74675324675325
1.9748571428571426,40.74675324675325
2.0022857142857147,40.74675324675325
2.029714285714286,41.07142857142857
2.057142857142857,41.07142857142857
2.0845714285714285,41.396103896103895
2.112,41.72077922077922
2.1394285714285717,41.72077922077922
2.1942857142857144,41.07142857142857
2.2217142857142855,41.72077922077922
2.249142857142857,41.72077922077922
2.2765714285714287,42.04545454545455
2.3040000000000003,42.04545454545455
2.3314285714285714,42.04545454545455
2.3588571428571425,38.798701298701296
2.386285714285714,39.12337662337662
2.4137142857142857,39.77272727272727
2.4411428571428573,40.0974025974026
2.4685714285714284,40.0974025974026
2.496,40.0974025974026
2.5234285714285716,40.42207792207792
2.5508571428571427,40.42207792207792
2.5782857142857143,39.44805194805195
2.605714285714286,39.44805194805195
2.633142857142857,39.44805194805195
2.688,39.77272727272727
2.7154285714285713,40.0974025974026
2.742857142857143,40.0974025974026
2.770285714285714,40.0974025974026
2.797714285714286,40.0974025974026
2.9074285714285715,37.82467532467532
3.0994285714285716,42.6948051948052
3.154285714285714,43.66883116883117
3.1817142857142855,43.01948051948052
3.209142857142857,43.01948051948052
3.2365714285714287,43.01948051948052
3.2640000000000002,43.34415584415584
3.291428571428572,43.34415584415584
3.318857142857143,43.34415584415584
3.346285714285714,40.74675324675325
3.3737142857142857,41.07142857142857
3.4011428571428572,41.07142857142857
3.4285714285714284,41.07142857142857
3.4559999999999995,38.798701298701296
3.483428571428571,39.12337662337662
3.510857142857143,39.12337662337662
3.5382857142857143,39.12337662337662
3.565714285714286,39.44805194805195
3.5931428571428574,40.0974025974026
3.6205714285714286,40.42207792207792
3.6479999999999997,40.42207792207792
3.6754285714285713,40.42207792207792
3.702857142857143,40.74675324675325
3.730285714285714,41.396103896103895
3.7851428571428576,43.01948051948052
3.8125714285714287,43.34415584415584
3.8674285714285714,43.993506493506494
3.922285714285714,44.967532467532465
3.977142857142857,45.94155844155844
4.004571428571429,45.94155844155844
4.086857142857143,45.94155844155844
4.333714285714286,51.13636363636363
4.443428571428571,52.435064935064936
4.470857142857143,53.08441558441559
4.525714285714286,53.40909090909091
4.553142857142857,46.590909090909086
4.6080000000000005,46.91558441558442
4.635428571428571,47.24025974025974
4.662857142857143,47.24025974025974
4.745142857142857,47.88961038961039
4.854857142857143,49.83766233766234
5.019428571428572,52.435064935064936
5.046857142857143,53.08441558441559
5.074285714285715,53.40909090909091
5.101714285714285,53.73376623376623
5.156571428571429,54.05844155844156
5.376,57.62987012987013
5.458285714285714,58.92857142857143
5.485714285714286,59.577922077922075
5.5131428571428565,59.9025974025974
5.540571428571428,59.9025974025974
5.5680000000000005,59.577922077922075
5.595428571428572,60.22727272727273
5.650285714285714,60.55194805194806
5.677714285714286,60.55194805194806
6.061714285714285,65.09740259740259
6.281142857142857,69.31818181818183
6.308571428571428,69.96753246753246
6.336,69.96753246753246
6.445714285714286,68.01948051948052
6.747428571428571,70.94155844155844
6.884571428571428,72.24025974025975
6.966857142857142,72.56493506493507
6.994285714285715,72.8896103896104
7.021714285714286,72.8896103896104
7.131428571428572,70.94155844155844
7.241142857142857,72.24025974025975
7.295999999999999,72.56493506493507
7.323428571428572,72.8896103896104
7.3508571428571425,73.21428571428571
7.378285714285715,73.21428571428571
7.433142857142857,69.64285714285714
7.460571428571428,70.29220779220779
7.542857142857143,71.26623376623377
7.570285714285715,71.9155844155844
7.6251428571428574,72.24025974025975
7.652571428571428,72.24025974025975
7.789714285714286,74.83766233766234
8.064,79.05844155844156
8.256,81.33116883116884
8.338285714285714,82.3051948051948
8.365714285714287,82.62987012987013
8.393142857142857,82.62987012987013
8.557714285714287,81.98051948051948
8.64,83.27922077922078
8.667428571428571,83.6038961038961
8.694857142857142,83.6038961038961
8.722285714285714,83.92857142857143
8.749714285714285,83.92857142857143
8.886857142857142,81.33116883116884
9.133714285714285,84.90259740259741
9.270857142857142,86.85064935064936
9.325714285714286,87.17532467532467
9.353142857142858,87.5
9.380571428571429,84.57792207792207
9.408000000000001,84.57792207792207
9.43542857142857,84.57792207792207
9.490285714285713,84.57792207792207
9.517714285714286,84.57792207792207
9.572571428571429,83.92857142857143
9.62742857142857,82.62987012987013
