time,value
0.4114285714285715,41.396103896103895
0.46628571428571425,41.396103896103895
0.5485714285714286,41.396103896103895
0.6034285714285714,41.396103896103895
0.6857142857142857,41.396103896103895
0.768,41.396103896103895
0.822857142857143,41.07142857142857
0.9325714285714285,41.07142857142857
1.014857142857143,41.07142857142857
1.0971428571428572,41.07142857142857
1.2068571428571429,41.07142857142857
1.2891428571428571,41.07142857142857
1.4537142857142857,41.07142857142857
1.5085714285714287,41.07142857142857
1.6182857142857143,41.07142857142857
1.7005714285714286,41.07142857142857
1.782857142857143,41.07142857142857
1.865142857142857,41.07142857142857
1.9474285714285715,41.07142857142857
2.0022857142857147,41.07142857142857
2.0845714285714285,41.07142857142857
2.166857142857143,41.07142857142857
2.2765714285714287,41.07142857142857
2.3314285714285714,41.07142857142857
2.4411428571428573,41.07142857142857
2.5234285714285716,41.07142857142857
2.5782857142857143,41.07142857142857
2.6605714285714286,41.07142857142857
2.7154285714285713,41.07142857142857
2.742857142857143,41.07142857142857
2.797714285714286,41.07142857142857
2.825142857142857,41.07142857142857
2.9074285714285715,41.07142857142857
2.934857142857143,41.07142857142857
2.962285714285714,41.07142857142857
2.9897142857142858,41.07142857142857
3.0171428571428573,41.07142857142857
3.0445714285714285,41.07142857142857
3.072,41.07142857142857
3.0994285714285716,41.07142857142857
3.126857142857143,41.07142857142857
3.154285714285714,41.07142857142857
3.1817142857142855,42.04545454545455
3.2365714285714287,43.34415584415584
3.4011428571428572,46.91558441558442
3.5382857142857143,49.51298701298701
3.6479999999999997,51.78571428571429
3.757714285714286,54.7077922077922
3.8125714285714287,56.006493506493506
3.894857142857143,57.95454545454546
3.977142857142857,60.22727272727273
4.004571428571429,60.87662337662337
4.032,61.850649350649356
4.114285714285714,63.798701298701296
4.169142857142857,64.77272727272727
4.251428571428571,66.07142857142857
4.278857142857143,67.04545454545455
4.306285714285714,67.37012987012987
4.361142857142857,68.34415584415584
4.388571428571429,68.66883116883116
4.416,69.31818181818183
4.443428571428571,69.64285714285714
4.470857142857143,69.64285714285714
4.498285714285714,69.96753246753246
4.525714285714286,70.61688311688312
4.553142857142857,70.94155844155844
4.580571428571429,70.94155844155844
4.6080000000000005,70.94155844155844
4.662857142857143,70.94155844155844
4.690285714285714,70.94155844155844
4.717714285714285,70.94155844155844
4.772571428571428,71.26623376623377
4.854857142857143,71.26623376623377
4.937142857142857,71.26623376623377
4.992,71.26623376623377
5.101714285714285,71.5909090909091
5.211428571428572,71.5909090909091
5.348571428571429,71.9155844155844
5.5131428571428565,72.24025974025975
5.622857142857143,72.24025974025975
5.8422857142857145,72.56493506493507
5.952,72.56493506493507
6.171428571428571,72.56493506493507
6.308571428571428,72.8896103896104
6.445714285714286,73.21428571428571
6.665142857142857,73.21428571428571
6.829714285714286,73.53896103896103
6.994285714285715,73.86363636363636
7.186285714285715,74.18831168831169
7.295999999999999,74.18831168831169
7.4879999999999995,74.51298701298701
7.597714285714286,74.51298701298701
7.70742857142857,74.83766233766234
7.926857142857143,75.16233766233766
8.036571428571428,75.16233766233766
8.228571428571428,75.16233766233766
8.365714285714287,75.16233766233766
8.502857142857142,75.16233766233766
8.667428571428571,75.48701298701299
8.749714285714285,75.48701298701299
8.886857142857142,75.48701298701299
8.969142857142858,75.48701298701299
9.024000000000001,75.81168831168831
9.106285714285715,75.81168831168831
9.161142857142858,75.81168831168831
9.216000000000001,75.81168831168831
9.298285714285715,75.81168831168831
9.325714285714286,75.81168831168831
9.380571428571429,75.81168831168831
9.408000000000001,75.81168831168831
9.43542857142857,75.81168831168831
9.462857142857143,75.81168831168831
9.490285714285713,75.81168831168831
9.517714285714286,75.81168831168831
9.545142857142856,75.16233766233766
9.572571428571429,74.83766233766234
9.600000000000001,74.51298701298701
9.62742857142857,74.18831168831169
9.654857142857143,73.86363636363636
9.682285714285713,73.53896103896103
9.81942857142857,72.24025974025975
9.901714285714286,71.26623376623377
10.038857142857143,70.29220779220779
10.176,68.9935064935065
10.258285714285714,67.6948051948052
10.477714285714285,66.07142857142857
10.587428571428571,65.09740259740259
10.724571428571428,63.798701298701296
10.861714285714285,62.5
10.944,61.52597402597403
11.136000000000001,59.9025974025974
11.245714285714286,58.27922077922077
11.382857142857144,56.980519480519476
11.465142857142856,56.33116883116883
11.547428571428572,55.35714285714286
11.684571428571429,54.38311688311688
11.766857142857143,53.40909090909091
11.931428571428572,52.1103896103896
12.041142857142855,50.81168831168831
12.12342857142857,50.16233766233766
12.26057142857143,48.86363636363637
12.370285714285714,47.88961038961039
12.507428571428571,47.24025974025974
12.644571428571428,45.94155844155844
12.699428571428571,45.2922077922078
12.836571428571428,44.31818181818182
12.918857142857142,43.34415584415584
13.028571428571428,42.37012987012987
13.110857142857142,42.04545454545455
13.220571428571429,41.07142857142857
13.302857142857142,40.42207792207792
13.357714285714287,40.0974025974026
13.412571428571429,39.44805194805195
13.467428571428572,39.12337662337662
13.494857142857143,38.47402597402597
13.549714285714288,38.14935064935065
13.631999999999998,37.5
13.686857142857143,37.17532467532468
13.714285714285714,36.52597402597403
13.769142857142857,36.201298701298704
13.79657142857143,36.201298701298704
13.851428571428572,35.55194805194805
13.878857142857143,35.22727272727273
13.906285714285714,34.9025974025974
13.933714285714284,34.9025974025974
13.961142857142857,34.57792207792208
13.98857142857143,34.57792207792208
14.015999999999998,34.57792207792208
14.098285714285714,36.201298701298704
14.153142857142857,36.85064935064935
14.235428571428573,38.14935064935065
14.290285714285714,38.798701298701296
14.345142857142857,39.77272727272727
14.399999999999999,40.74675324675325
14.454857142857144,41.396103896103895
14.482285714285714,42.04545454545455
14.56457142857143,43.01948051948052
14.619428571428571,43.66883116883117
14.701714285714285,44.967532467532465
14.75657142857143,45.94155844155844
14.838857142857144,47.564935064935064
14.921142857142856,48.538961038961034
14.975999999999999,49.83766233766234
15.113142857142856,51.78571428571429
15.195428571428572,53.08441558441559
15.305142857142856,55.032467532467535
15.36,55.68181818181818
15.41485714285714,56.65584415584416
15.497142857142856,57.3051948051948
15.52457142857143,57.62987012987013
15.579428571428572,58.603896103896105
15.606857142857141,58.92857142857143
15.634285714285715,59.253246753246756
15.661714285714286,59.577922077922075
15.689142857142857,59.9025974025974
15.716571428571427,60.22727272727273
15.744,60.22727272727273
15.771428571428572,60.22727272727273
15.798857142857141,59.9025974025974
15.853714285714286,59.9025974025974
15.908571428571427,59.577922077922075
15.963428571428572,59.253246753246756
15.990857142857141,58.92857142857143
16.073142857142855,58.603896103896105
16.128,58.27922077922077
16.210285714285714,57.62987012987013
16.265142857142855,57.3051948051948
16.32,56.980519480519476
16.347428571428573,56.980519480519476
16.402285714285714,56.65584415584416
16.457142857142856,56.33116883116883
16.594285714285714,55.68181818181818
16.704,54.7077922077922
16.896,53.73376623376623
17.005714285714284,52.75974025974026
17.142857142857142,51.78571428571429
17.334857142857143,50.81168831168831
17.417142857142856,50.16233766233766
17.554285714285715,49.188311688311686
17.63657142857143,48.538961038961034
17.746285714285715,47.88961038961039
17.801142857142857,47.24025974025974
17.856,46.91558441558442
17.938285714285715,45.94155844155844
18.102857142857143,44.967532467532465
18.322285714285716,43.993506493506494
18.45942857142857,43.34415584415584
18.65142857142857,42.37012987012987
18.788571428571426,41.72077922077922
18.953142857142858,40.42207792207792
19.172571428571427,38.798701298701296
19.309714285714286,38.47402597402597
19.501714285714286,37.5
19.693714285714286,36.85064935064935
19.83085714285714,36.52597402597403
20.050285714285714,36.201298701298704
20.16,36.201298701298704
20.324571428571428,35.55194805194805
20.37942857142857,35.55194805194805
20.48914285714286,35.55194805194805
20.598857142857142,35.55194805194805
20.68114285714286,35.55194805194805
20.818285714285715,35.55194805194805
20.873142857142856,35.55194805194805
20.95542857142857,35.55194805194805
21.037714285714287,35.55194805194805
21.09257142857143,35.55194805194805
21.202285714285715,35.55194805194805
21.257142857142856,35.22727272727273
21.33942857142857,35.22727272727273
21.421714285714287,35.22727272727273
21.47657142857143,35.22727272727273
