datetime,ts,P,P1,P2,P3,E,E1,E2,E3,I,I1,I2,I3,V,V1,V2,V3,PF,PF1,PF2,PF3
2019-12-27 08:00,1577433600,1239.9725952148,361.6346282959,373.32986450195,504.85430908203,1239.9267948563,361.6340594223,373.40922726435,504.88350816898,2.0182745456696,1.7734593153,1.8288991451263,2.451610326767,218.2361907959,218.36164855957,217.18644714355,219.16259765625,0.89715147018433,0.82453632354736,0.87171053886414,0.91714277863503
2019-12-27 09:00,1577437200,1101.9619750977,316.33393859863,330.93286132812,454.60865783691,1101.206780517,316.26611424715,330.65128217684,454.28938409709,1.8292108774185,1.5810908675194,1.6526045799255,2.2536224722862,216.35350799561,216.74715423584,214.9300994873,217.37489318848,0.8553067445755,0.72560760378838,0.81132987141609,0.88809603452682
2019-12-27 10:00,1577440800,1243.6156005859,354.46281433105,388.70765686035,500.51779174805,1243.3664498483,354.53497708659,388.48054680403,500.35092595406,2.0485689043999,1.7537501454353,1.9177476167679,2.4744839668274,217.47821807861,217.889503479,216.32382202148,218.21878051758,0.8661824464798,0.74779599905014,0.8278666138649,0.89146614074707
2019-12-27 11:00,1577444400,1238.8640441895,341.15702819824,463.09379577637,434.82633972168,1240.6948945983,341.77503714641,463.57049466355,435.34936277417,2.0268854498863,1.6844673156738,2.2720994353294,2.1250742673874,217.3731918335,217.95324707031,216.02095031738,218.13496398926,0.85385575890541,0.74960061907768,0.82921296358109,0.88768774271011
2019-12-27 12:00,1577448000,95.200973510742,-0.9913335442543,13.51917219162,82.671104431152,96.240582306404,0.0,13.529431391158,82.711150921532,0.32561036944389,0.1465917751193,0.20660845935345,0.62361651659012,216.32806396484,216.4047164917,215.76586151123,216.8169631958,0.45481267571449,-0.03087998740375,0.30336520075798,0.61140456795692
2019-12-27 13:00,1577451600,95.431442260742,-1.1300132274628,13.267829418182,83.289642333984,96.523047429975,0.0,13.263271010364,83.259959972696,0.32825116813183,0.14774882048368,0.20720506459475,0.62977877259254,216.30864715576,217.05780792236,215.74217224121,216.11457824707,0.45357622206211,-0.035239713266492,0.2969126701355,0.61189898848534
2019-12-27 14:00,1577455200,96.306739807129,-1.0400457382202,13.115501880646,84.225803375244,97.340910207946,0.0,13.108226890792,84.20532304002,0.33255030214787,0.14921309053898,0.20872244983912,0.6397088766098,215.95663452148,216.60706329346,215.44331359863,215.80950927734,0.45196352899075,-0.032772519625723,0.29158946871758,0.60999262332916
2019-12-27 15:00,1577458800,96.169342041016,-0.98627090454102,13.11877822876,84.028484344482,97.119840340689,0.0,13.117126967991,84.031236016774,0.32801938056946,0.14997185766697,0.2083088234067,0.62577667832375,217.63535308838,217.90560913086,217.04669952393,217.94917297363,0.4533340036869,-0.030242919921875,0.28998862206936,0.61602333188057
2019-12-27 16:00,1577462400,96.207778930664,-0.95750364661217,13.142751216888,84.036083221436,97.197237748653,0.0,13.148427744396,84.04885988473,0.32708106935024,0.14814525842667,0.2073442786932,0.62577226758003,216.25901794434,216.21900177002,215.7286605835,216.83276367188,0.45741848647594,-0.029792059212923,0.29398299753666,0.61930671334267
2019-12-27 17:00,1577466000,96.993076324463,-0.74562329053879,13.200180530548,84.544052124023,97.72891153302,0.0,13.199082250823,84.529829270905,0.32816460728645,0.14738396555185,0.20828305184841,0.62884491682053,215.57765960693,215.66600799561,215.21520233154,215.87478637695,0.46031534671783,-0.02344489004463,0.29459042847157,0.62284451723099
2019-12-27 18:00,1577469600,95.707164764404,-0.91066560149193,13.342953681946,83.275997161865,96.596734703984,0.0,13.340105459793,83.259583212901,0.326989620924,0.14820072799921,0.20691174268723,0.62585440278053,216.75052642822,218.17952728271,215.51285552979,216.55332946777,0.45474526286125,-0.028126160614192,0.29887901246548,0.61449217796326
2019-12-27 19:00,1577473200,94.931385040283,-0.98890691995621,13.323554515839,82.58874130249,95.912463082001,0.0,13.321443358553,82.591019722982,0.32224902510643,0.14766570180655,0.20487878471613,0.61419203877449,215.89442443848,217.22032165527,214.80555725098,215.65757751465,0.45990234613419,-0.03094687871635,0.30264794826508,0.62346902489662
2019-12-27 20:00,1577476800,95.297946929932,-0.85406413674355,13.476682186127,82.678871154785,96.155471281148,0.0,13.476515675313,82.68558458914,0.3195845335722,0.14957265555859,0.20621874183416,0.60295566916466,218.6706237793,219.80521392822,217.35372161865,218.84969329834,0.45858199894428,-0.025890806689858,0.30043469369411,0.62656167149544
2019-12-27 21:00,1577480400,88.593898773193,-0.91911691427231,13.236295700073,76.278858184814,89.686047061346,0.0,13.233816418913,76.535553476424,0.30918203294277,0.15060998499393,0.2066126614809,0.5703210234642,220.09225463867,221.25034332275,218.94332885742,220.08277893066,0.42742098867893,-0.027745098806918,0.29248873889446,0.57039406895638
2019-12-27 22:00,1577484000,8.9520020484924,-1.6890950798988,13.545788764954,-2.9109990596771,12.049556053244,0.0,13.543576397118,0.0,0.17906636744738,0.1467737480998,0.20186668634415,0.18856310099363,219.83784484863,220.86837768555,218.19886779785,220.44721984863,0.10199845582247,-0.051892163231969,0.30765700340271,-0.070849049836397
2019-12-27 23:00,1577487600,8.9879021644592,-2.2186233997345,11.75745677948,-0.54973393678665,11.280204243958,0.0,11.758829617174,0.0,0.1873010918498,0.15764569491148,0.20255425572395,0.20170405507088,221.29276275635,221.66307830811,219.72814941406,222.48561096191,0.090860422700644,-0.063531298190355,0.26413825154305,-0.012260959949344
2019-12-28 00:00,1577491200,12.542642116547,-0.22790652513504,12.484496116638,0.29095213115215,12.489696947392,0.0,12.489696952165,0.0,0.18448789417744,0.15641644597054,0.20645236968994,0.19058597832918,220.64527130127,221.62803649902,219.04458618164,221.26023101807,0.10230765119195,-0.0065003677736968,0.27608178555965,0.0068023297935724
2019-12-28 01:00,1577494800,12.237994194031,-0.28003704547882,12.59260225296,-0.070434354245663,12.583898809273,0.0,12.583898793324,0.0,0.18419211357832,0.15591166168451,0.20628467202187,0.19036761671305,220.90412139893,221.64250946045,219.45583343506,221.61424255371,0.10323461890221,-0.0079951647203416,0.27818866074085,-0.0015647482941858
